ticker,calendardate,ticker,price,ev,ebitda,evebitda,grossmargin,revenue,fcf,workingcapital
TSLA,2018-12-31,TSLA,332.8,65805687520,1646000000,39.979,0.188,21461000000,-221000000,-1686000000
